,BOOK NAME,AUTHOR,PAGES
12881,"Reloading for Handgunners, 2nd Edition",Patrick Sweeney,680
12882,Ninjutsu: The Secret Art of the Ninja,Simon Yeo,253
12883,Understanding the Golf Swing: Today's Leading Proponents of Ernest Jones' Swing Principles Presents a Complete System for Better Golf,Manuel de la Torre,392
12884,80 Workout Bodyweight Program,Muscle Trainer,78
12885,Andrea Pirlo: I Think Therefore I Play,Andrea Pirlo,174
12886,Deep Descent: Adventure and Death Diving the Andrea Doria,Kevin F. McMurray,376
12887,The New Encyclopedia of Knots,Derek Avery,371
12888,HSING-I CHUAN: The Practice of Heart and Mind Boxing,James McMeil,869
12889,Hero Maker: 12 Weeks to Superhero Fit: A Hollywood Trainer's REAL Guide to Getting the Body You've Always Wanted,Duffy Gaver,259
12890,Woodlawn: One Hope. One Dream. One Way.,Todd Gerelds,230
12891,Swing Kings: The Inside Story of Baseball's Home Run Revolution,Jared Diamond,378
12892,What Is a Girl Worth?: My Story of Breaking the Silence and Exposing the Truth about Larry Nassar and USA Gymnastics,Rachael Denhollander,439
12893,The Modern Soccer Coach: Position-Specific Training,Gary Curneen,367
12894,"Integrated Periodization in Sports Training & Athletic Development: Combining Training Methodology, Sports Psychology, and Nutrition to Optimize Performance",Tudor Bompa,216
12895,Flexibility for Martial Arts and Fitness: Your Ultimate Stretching and Warm-Up Guide!,Phil Pierce,214
12896,Swim Smooth: The Complete Coaching System for Swimmers and Triathletes,Paul Newsome,594
12897,"Gun Digest Book of Combat Handgunnery, 7th Edition",Massad Ayoob,834
12898,"Complete Book of Fishing Knots, Leaders, and Lines: How to Tie The Perfect Knot for Every Fishing Situation",Lindsey Philpott,222
12899,U.S. Army Improvised Munitions Handbook,"Army, Department of the",569
12900,Training for the New Alpinism: A Manual for the Climber as Athlete,Steve House,829
12901,Savage Summit: The Life and Death of the First Women of K2,Jennifer Jordan,434
12902,"Endure: Mind, Body and the Curiously Elastic Limits of Human Performance",Alex Hutchinson,410
12903,Training and Eating the Steve Reeves Way,Greg Sushinsky,42
12904,"Body Weight Training: Get Bigger, Faster and Stronger with Calisthenics",Epic Rios,101
12905,"The Physics of Baseball: Third Edition, Revised, Updated, and Expanded",Robert K. Adair,260
12906,"The Everything Guide to Sports Betting: From Pro Football to College Basketball, Systems and Strategies for Winning Money",Josh Appelbaum,408
12907,"Sam Patch, the Famous Jumper",Paul E. Johnson,317
12908,The Everything Knots Book: Step-By-Step Instructions for Tying Any Knot,Randy Penn,393
12909,Ultimate Navigation Manual,Lyle Brotherton,699
12910,Not Your Average Runner: Why You're Not Too Fat to Run and the Skinny on How to Start Today,Jill Angie,93
12911,Gaining Muscle Size and Density,Steve Davis,53
12912,"Badasses: The Legend of Snake, Foo, Dr. Death, and John Madden's Oakland Raiders",Peter Richmond,427
12913,Football Betting Tips & Systems: 20 Simple Steps & Strategies,Jimmy Austin,61
12914,Fishing Basics: The Complete Illustrated Guide,Gene Kugach,517
12915,Southwest Foraging: 117 Wild and Flavorful Edibles from Barrel Cactus to Wild Oregano,John Slattery,682
12916,Bounce: The Myth of Talent and the Power of Practice,Matthew Syed,352
12917,"Gunsmithing the AR-15, Vol. 1: How to Maintain, Repair, and Accessorize",Patrick Sweeney,592
12918,AR-15 Rifle Builder's Manual,Rob Reaser,223
12919,Fluent in 3 Months: How Anyone at Any Age Can Learn to Speak Any Language from Anywhere in the World,Benny Lewis,241
12920,The Alchemist (SparkNotes Literature Guide),SparkNotes,140
12921,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones by James Clear | Conversation Starters,dailyBooks,71
12922,GMAT Foundations of Math: 900+ Practice Problems in Book and Online,Manhattan Prep,1053
12923,12 Rules For Life: by Jordan Peterson | Conversation Starters,Daily Books,61
12924,Introducing Artificial Intelligence: A Graphic Guide,Henry Brighton,332
12925,Summary: The Subtle Art of Not Giving a F*ck by Mark Manson,BookSuma Publishing,34
12926,"The Science of Self-Discipline: The Willpower, Mental Toughness, and Self-Control to Resist Temptation and Achieve Your Goals",Peter Hollins,196
12927,Introducing Psychology: A Graphic Guide,Nigel Benson,356
12928,Summary of The 48 Laws of Power by Robert Greene,BookSuma Publishing,61
12929,Summary of 12 Rules For Life: An Antidote to Chaos by Jordan B. Peterson,BookSuma Publishing,38
12930,GMAT Foundations of Verbal: Practice Problems in Book and Online,Manhattan Prep,812
12931,Spoken English Conversation Practice: 500 Mini-Dialogues for Beginners,Artsun Akopyan,581
12932,The Power of Habit: by Charles Duhigg | Conversation Starters,Daily Books,116
12933,Advanced Writing Skills for Students of English,Phil Williams,342
12934,"Finish What You Start: The Art of Following Through, Taking Action, Executing, & Self-Discipline",Peter Hollins,130
12935,"Mental Models: 30 Thinking Tools that Separate the Average From the Exceptional. Improved Decision-Making, Logical Analysis, and Problem-Solving.",Peter Hollins,173
12936,Introducing Linguistics: A Graphic Guide,R. L. Trask,319
12937,Introducing Logic: A Graphic Guide,Dan Cryan,379
12938,Introducing Economics: A Graphic Guide,David Orrell,395
12939,The 5 AM Club Summary: Business Book Summaries,Vince Massara,37
12940,Breath: The New Science of a Lost Art by James Nestor: Conversation Starters,dailyBooks,75
12941,Introducing Quantum Theory: A Graphic Guide,J.P. McEvoy,360
12942,Summary Guide: Breath: The New Science of a Lost Art: By James Nestor | The Mindset Warrior Summary Guide,The Mindset Warrior,77
12943,Spanish Short Stories For Beginners (Vol 1): Use short stories to learn Spanish the fun way with the bilingual reading natural method,Mobile Library,73
12944,Make Your Bed: Little Things That Can Change Your Life...And Maybe the World by William H. McRaven​​​​​​​ | Conversation Starters,dailyBooks,58
12945,Fluent in 3 Months,Benny Lewis,239
12946,"Do the Work: The Official Unrepentant, Ass-Kicking, No-Kidding, Change-Your-Life Sidekick to Unfu*k Yourself",Gary John Bishop,88
12947,Introducing Psychotherapy: A Graphic Guide,Nigel Benson,338
12948,Caste: The Origins of Our Discontents by Isabel Wilkerson: Conversation Starters,dailyBooks,73
12949,Introducing Philosophy: A Graphic Guide,Dave Robinson,377
12950,The 48 Laws of Power: by Robert Greene | Conversation Starters,dailyBooks,57
12951,Introducing Marxism: A Graphic Guide,Rupert Woodfin,367
12952,How to Take Good Notes,Angelos Georgakis,50
12953,Let's Review Regents: Living Environment Revised Edition,Gregory Scott Hunter,768
12954,TEF Canada Expression Écrite : 150 Topics To Succeed,Jean K. MATHIEU,128
12955,21 Lessons for the 21st Century: by Yuval Noah Harari​​​​​​​ | Conversation Starters,dailyBooks,58
12956,Introducing Jung: A Graphic Guide,Maggie Hyde,331
12957,Strategic Management,Dr.Archana Dadhe,160
12958,To Kill a Mockingbird (Harperperennial Modern Classics) by Harper Lee | Conversation Starters,Daily Books,116
12959,ESL Lesson Plans for Teachers,Louis McKinney,96
12960,Man's Search for Meaning: by Viktor E. Frankl | Conversation Starters,Daily Books,57
12961,Introducing Statistics: A Graphic Guide,Eileen Magnello,339
12962,"67 ESL Conversation Topics with Questions, Vocabulary, Writing Prompts & More: For Teenagers and Adults",Jackie Bolen,170
12963,TOEFL Grammar Guide: 23 Grammar Rules You Must Know To Guarantee Your Success On The TOEFL Exam!,Timothy Dickeson,70
12964,Summary of Rich Dad Poor Dad by Robert Kiyosaki,BookSuma Publishing,29
12965,Start with Why: How Great Leaders Inspire Everyone to Take Action​​​​​​​ by Simon Sinek | Conversation Starters,dailyBooks,57
12966,Becoming Supernatural: by Dr. Joe Dispenza | Conversation Starters,Daily Books,60
12967,One Hundred Years of Solitude: A Novel by Gabriel Garcia Márquez | Conversation Starters,Daily Books,116
12968,"How to Do the Work: Recognize Your Patterns, Heal from Your Past, and Create Your Self by Dr. Nicole LePera: Conversation Starters",dailyBooks,81
12969,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson, 20th Anniversary Edition by Mitch Albom | Conversation Starters",dailyBooks,71
12970,Production Orale DELF B2 - 99 SUJETS POUR RÉUSSIR,Jean K. MATHIEU,194
12971,IELTS General Writing: How To Write 8+ Answers For The IELTS Exam!,Daniella Moyla,93
12972,Introducing Semiotics: A Graphic Guide,Paul Cobley,263
12973,Maps of Meaning: The Architecture of Belief by Jordan B. Peterson | Conversation Starters,dailyBooks,70
12974,"The Science of Rapid Skill Acquisition: Advanced Methods to Learn, Remember, and Master New Skills and Information [Second Edition]",Peter Hollins,170
12975,Word Order in English Sentences,Phil Williams,157
12976,AP Computer Science A: With 6 Practice Tests,Roselyn Teukolsky,789
12977,The Untethered Soul: The Journey Beyond Yourself by Michael A. Singer | Conversation Starters,Daily Books,57
12978,The English Tenses Practical Grammar Guide,Phil Williams,146
12979,ESL Reading Activities For Kids (6-13): Practical Ideas for the Classroom,Jackie Bolen,94
12980,AP Calculus Premium: With 12 Practice Tests,David Bock,802
12981,IELTS Academic Writing: Important Tips & High Scoring Sample Answers,Daniella Moyla,42
12982,Introducing Buddha: A Graphic Guide,Jane Hope,328
12983,Untamed by Glennon Doyle: Conversation Starters,dailyBooks,73
12984,"5 lb. Book of GRE Practice Problems: 1,800+ Practice Problems in Book and Online",Manhattan Prep,1795
12985,Call Me By Your Name: by Andre Aciman | Conversation Starters,dailyBooks,57
12986,Advanced English Conversation Dialogues: Speak English Like a Native Speaker with Common Idioms and Phrases in American English,Jackie Bolen,101
12987,AP Biology Premium: With 5 Practice Tests,Deborah T. Goldberg,1175
12988,"Fiber Fueled: The Plant-Based Gut Health Program for Losing Weight, Restoring Your Health, and Optimizing Your Microbiome by Will Bulsiewicz MD: Conversation Starters",dailyBooks,72
12989,How To Change Your Mind: by Michael Pollan | Conversation Starters,Daily Books,58
12990,AP Psychology Premium: With 6 Practice Tests,Allyson J. Weseley,913
12991,365 American English Idioms,Michael DiGiacomo,137
12992,Think Again: The Power of Knowing What You Don't Know by Adam Grant: Conversation Starters,Daily Books,79
12993,51 Letters for IELTS General Training Writing Task 1,Mark Griffiths,60
12994,AP World History: Modern Premium: With 5 Practice Tests,John McCannon,874
12995,White Fragility: Why It's So Hard for White People to Talk About Racism​​​​​​​ by Robin DiAngelo​​​​​​​ | Conversation Starters,dailyBooks,58
12996,Educated: by Tara Westover | Conversation Starters,Daily Books,57
12997,CFA Level 1 Calculation Workbook: 300 Calculations to Prepare for the CFA Level 1 Exam (2021 Edition),Coventry House Publishing,161
12998,The Vanishing Half: A Novel by Brit Bennett: Conversation Starters,dailyBooks,74
12999,The Premed Playbook: Guide to the Medical School Personal Statement,Ryan Gray,304
13000,Top IELTS Speaking Tips,Wellbird Education Lda NIF: 510314589,24
13001,IELTS Academic Writing: How To Write 8+ Answers For The IELTS Exam!,Daniella Moyla,95
13002,39 No-Prep/Low-Prep ESL Speaking Activities: For Teenagers and Adults,Jackie Bolen,138
13003,Dare to Lead: Brave Work. Tough Conversations. Whole Hearts.by Brené Brown | Conversation Starters,dailyBooks,73
13004,Where the Crawdads Sing: by Delia Owens​​​​​​​ | Conversation Starters,dailyBooks,59
13005,Writing: B2+,Els Van Geyte,374
13006,"He's Lying Sis: Uncover the Truth Behind His Words and Actions, Volume 1 by Stephan Labossiere: Conversation Starters",dailyBooks,73
13007,Marxism: A Graphic Guide: A Graphic Guide,Rupert Woodfin,362
13008,Mindset: by Carol S. Dweck​​​​​​​ | Conversation Starters,dailyBooks,59
13009,High Performance Habits: by Brendon Burchard | Conversation Starters,dailyBooks,57
13010,AP Chemistry with Online Tests,Neil D. Jespersen,1439
13011,Zero to One: by Peter Thiel | Conversation Starters,Daily Books,116
13012,Legal Writing Exercises: A Practical Guide to Clear and Persuasive Writing for Lawyers,E. Scott Fruehwald,282
13013,The Code of the Extraordinary Mind: by Vishen Lakhiani | Conversation Starters,dailyBooks,57
13014,"Living a Jewish Life, Updated and Revised Edition: Jewish Traditions, Customs and Values fo",Anita Diamant,407
13015,Ryan Holiday’s Ego Is The Enemy | Summary,Ant Hive Media,36
13016,TEF CANADA Express Guide: 45 min to double your score,Jean K. MATHIEU,95
13017,The Ride of a Lifetime: Lessons Learned from 15 Years as CEO of the Walt Disney Company by Robert Iger: Conversation Starters,dailyBooks,74
13018,A Court of Thorns and Roses: A Novel by Sarah J. Maas | Conversation Starters,dailyBooks,117
13019,SUMMARY Of The Plant Paradox: The Hidden Dangers in Healthy Foods That Cause Disease and Weight Gain,James Read,59
13020,Introducing Ethics: A Graphic Guide,Dave Robinson,326
13021,Introducing Chomsky: A Graphic Guide,John Maher,329
13022,Introducing Political Philosophy: A Graphic Guide,Dave Robinson,374
13023,AP English Language and Composition Premium: With 8 Practice Tests,George Ehrenhaft,819
13024,The Midnight Library: A Novel by Matt Haig: Conversation Starters,dailyBooks,75
13025,Using English Expressions for Real Life: Stepping Stones to Fluency for Advanced ESL Learners,Thomas Celentano,93
13026,Cost Accounting Multiple Choice Questions and Answers (MCQs): Quizzes & Practice Tests with Answer Key (Cost Accounting Worksheets & Quick Study Guide),Arshad Iqbal,383
13027,Factfulness: Ten Reasons We're Wrong About the World--and Why Things Are Better Than You Think: Discussion Prompts,bestof.me,57
13028,A Level Chemistry Multiple Choice Questions and Answers (MCQs): Quizzes & Practice Tests with Answer Key (A Level Chemistry Worksheets & Quick Study Guide),Arshad Iqbal,556
13029,Introducing Lacan: A Graphic Guide,Darian Leader,342
13030,The First 90 Days: by Michael Watkins | Conversation Starters,Daily Books,61
13031,"Summary: The Complete Guide to Fasting by Jason Fung, MD",BookSuma Publishing,46
13032,Human Resource Management (HRMS) Multiple Choice Questions and Answers (MCQs): Quizzes & Practice Tests with Answer Key (Human Resources Worksheets & Quick Study Guide),Arshad Iqbal,191
13033,The Fault in Our Stars: A Novel by John Green | Conversation Starters,dailyBooks,116
13034,IELTS: 10 Insider Tricks: IELTS Exam Preparation,Lindsay Mcmahon,38
13035,The English Tenses Exercise Book,Phil Williams,652
13036,Beyond Prepositions for ESL Learners - Mastering English Prepositions for Fluency,Thomas Celentano,180
13037,"The Premed Playbook Guide to the Medical School Interview: Be Prepared, Perform Well, Get Accepted",Ryan Gray,236
13038,"Schaum's Outline of Advanced Calculus, Third Edition",Robert C. Wrede,427
13039,Life in the UK Test: Study Guide 2020 Digital Edition: The essential study guide for the British citizenship test,Henry Dillon,439
13040,"Schaum's Outline of Principles of Accounting I, Fifth Edition",Joel J. Lerner,358
13041,"Summary: “Greenlights"" by Matthew McConaughey - Discussion Prompts",bestof.me,53
13042,The Only Academic Phrasebook You'll Ever Need: 600 Examples of Academic Language,Luiz Otávio Barros,79
13043,Eric Ries’ The Lean Startup How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses Summary,Ant Hive Media,50
13044,The Man God Has For You: 7 Traits To Help You Determine Your Life Partner by Stephan Labossiere | Conversation Starters,Daily Books,57
